,instance,RESPONSE
2654,notebook/notebook_2,a notebook with a black cover as The Binding on the right side the end closest to me is tilted towards my right
2655,lightbulb/lightbulb_4,this is the right color light we can use to catch house
2656,stapler/stapler_1,it's a pink stapler
2657,shampoo/shampoo_2,a plastic shampoo bottle is colored 1/2 in white and 1/2 in red and has printing on the back
2658,lightbulb/lightbulb_5,a small white light bulb
2659,bell_pepper/bell_pepper_2,2 red bell pepper
2660,stapler/stapler_3,staplex
2661,syringe/syringe_2,it's an orange syringe
2662,coffee_mug/coffee_mug_2,that is a coffee mug that is black on the outside and gold on the inside
2663,scissors/scissors_3,black names
2664,cap/cap_1,it is a cat that you wear on your head it is the kind like baseball players wear and it has black and white panels with a logo on the front that I can't make out
2665,water_bottle/water_bottle_4,Minot oh wait
2666,lemon/lemon_3,the object on the turntable is a lemon and it appears to have a price tag on it
2667,toothpaste/toothpaste_5,this is a tube of toothpaste
2668,scissors/scissors_2,what I'm seeing is scissors with a blue and gray handle
2669,toothbrush/toothbrush_3,it's a green toothbrush
2670,spoon/spoon_3,this is a silver spoon
2671,bowl/bowl_1,it is a green ball
2672,food_can/food_can_2,the audit I'm seen as a tin can with a white wrapper and red and blue and black Print
2673,coffee_mug/coffee_mug_3,it is a white coffee cup
2674,plate/plate_1,this is a white paper plate with a small blue and green floral design
2675,eye_glasses/eye_glasses_2,this is a pair of glasses with the black friend
2676,soda_bottle/soda_bottle_3,ostrich on a turntable is a large plastic bottle of Coca-Cola
2677,medicine_bottle/medicine_bottle_4,this is a bottle of Nature Made vitamins with a yellow cap and a yellow label
2678,lime/lime_2,optic is a small round piece of fruit it looks like it could be either a lime or a very small apple think it's a line but it's almost more spherical the normal
2679,flashlight/flashlight_1,what I'm seeing is a short silver greyish flashlight turning strip
2680,pencil/pencil_3,this is a black and red mechanical pencil it has a white eraser
2681,medicine_bottle/medicine_bottle_3,this isn't Drake fountain at this Tylenol
2682,bell_pepper/bell_pepper_2,it's a red bell pepper
2683,can_opener/can_opener_5,it is a stainless steel can opener
2684,pliers/pliers_5,those are pliers with black and red handles
2685,measuring_tape/measuring_tape_5,this is a silver and yellow tape measure
2686,sponge/sponge_2,the object is a large pink sponge
2687,coffee_mug/coffee_mug_1,this is a coffee mug with a tan inside and a red and white outside finish
2688,screwdriver/screwdriver_4,Phillips screwdriver
2689,food_jar/food_jar_4,the object is a large bottle of pickles with a blue lid and trim
2690,toothbrush/toothbrush_3,the object is a green toothbrush
2691,potato/potato_1,this is a standard size brown potato
2692,allen_wrench/allen_wrench_1,this looks like a couple of Ratchet Keys tied together
2693,scissors/scissors_4,scissors
2694,measuring_tape/measuring_tape_4,it's a tape measurer
2695,water_bottle/water_bottle_2,this is a bottle of Fiji Water with a blue cap
2696,syringe/syringe_5,this is a transparent syringe with a black tip
2697,hammer/hammer_5,hammer
2698,apple/apple_4,an African American
2699,eye_glasses/eye_glasses_2,w x c is a glass frame with long curved hair pieces
2700,screwdriver/screwdriver_3,objectivity is a screwdriver with a blue heron
2701,measuring_tape/measuring_tape_4,this is a key fob
2702,can_opener/can_opener_2,this is a can opener
2703,screwdriver/screwdriver_5,this is a short screwdriver with a black and red handle
2704,water_bottle/water_bottle_4,the Eldredge on a turntable is a plastic water bottle with Blue and White markings
2705,scissors/scissors_2,it has a sister with blue handle
2706,lightbulb/lightbulb_3,that is a light bulb
2707,toothbrush/toothbrush_1,a true passion with a yellow handle
2708,screwdriver/screwdriver_5,this is a small flat head screwdriver that has a red and black handle
2709,pencil/pencil_3,it's a mechanical pencil
2710,allen_wrench/allen_wrench_5,I am seeing what appears to be a set of hex wrenches of different sizes in a yellow handled container
2711,water_bottle/water_bottle_4,this is a full bottle of water
2712,toothbrush/toothbrush_2,it's a pink toothbrush
2713,book/book_2,that is a burgundy book with the title artificial intelligence with a bunch of pictures on the front of it
2714,apple/apple_3,this is a picture of a red delicious apple
2715,hand_towel/hand_towel_3,this is a dish towel that is white with a pattern of stars and other figures on it
2716,pencil/pencil_1,it's a mechanical pencil
2717,lemon/lemon_2,all the time scene is a yellow lemon with a black tip
2718,hammer/hammer_3,it's a pink hammer
2719,can_opener/can_opener_5,a silver metal manual can opener lace flat with the handle facing up and the blades pointing to the right
2720,marker/marker_1,10 on a table
2721,picture_frame/picture_frame_5,53 Bank
2722,lightbulb/lightbulb_1,what is a white light bulb
2723,apple/apple_3,this is a red shiny Apple
2724,scissors/scissors_3,scissors
2725,presciption_medicine_bottle/presciption_medicine_bottle_1,object is a prescription pill bottle with a white lid and white labeling
2726,spoon/spoon_2,this is a steel spoon
2727,apple/apple_3,red apple
2728,hammer/hammer_5,it is a timer the end oil is black and pink
2729,book/book_1,this is a paperback book with a blue and yellow glossy cover
2730,scissors/scissors_6,it's a fan of
2731,sponge/sponge_1,dishwasher sponge
2732,scissors/scissors_6,this is Cesar used for cutting papers
2733,lime/lime_1,it's a lime
2734,bowl/bowl_5,this is a white colored bowel used for eating food
2735,fork/fork_5,it's a fork
2736,picture_frame/picture_frame_4,double photo frame
2737,banana/banana_4,a single medium size
2738,toothpaste/toothpaste_5,it's a tube of toothpaste
2739,lime/lime_4,are green lime
2740,bell_pepper/bell_pepper_3,in the center of the white tape white turntable there is a medium sized bell pepper the bell pepper is green
2741,hammer/hammer_1,a hammer with a yellow and black handle lays flat the head of the hammer is facing away from me and to the left
2742,onion/onion_3,the auditorium scene is a red onion
2743,marker/marker_2,I am seen a white taste marking pen with black lettering and a black tip
2744,potato/potato_4,the optic I am seeing is a lemon
2745,food_jar/food_jar_1,this is a jar of a food product that is not evident from the label and has a red label and a gold lid
2746,coffee_mug/coffee_mug_4,this is a teacup
2747,potato/potato_1,a medium sized potato with quite large pimples
2748,scissors/scissors_1,these are scissors with a black handle and a pink screw in the middle and a little bit of silver metal showing at the top
2749,soda_bottle/soda_bottle_1,a tall plastic bottle of dr. pepper sits upright with the front label facing me and to the right
2750,bowl/bowl_3,this is a dark red ceramic Bowl
2751,lemon/lemon_2,it's a lemon
2752,can_opener/can_opener_5,it's a can opener
2753,bell_pepper/bell_pepper_3,it is a medium sized green bell pepper
2754,gauze/gauze_1,it's a white bandage
2755,plate/plate_4,what is a lime green saucer
2756,bell_pepper/bell_pepper_1,IBEW
2757,water_bottle/water_bottle_2,the object on the turntable is a tall clear water bottle
2758,plate/plate_1,this is a white color place used for
2759,food_jar/food_jar_3,this is a pasta sauce music making pasta
2760,spoon/spoon_4,the auditorium scene is a silver coated spoon
2761,allen_wrench/allen_wrench_3,this is a large black allen wrench
2762,allen_wrench/allen_wrench_1,in the center of the turntable there is an open book of matches the matches are face down and the back of the the cover of the matches is red
2763,potato/potato_1,this is a medium sized white potato
2764,lime/lime_1,green line
2765,allen_wrench/allen_wrench_3,this is a black allen wrench
2766,shampoo/shampoo_1,this is a white and blue bottle of Head and Shoulders two-in-one shampoo
2767,allen_wrench/allen_wrench_1,it sucks
2768,lightbulb/lightbulb_4,the light bulb
2769,screwdriver/screwdriver_5,a very small screwdriver has a black handle with orange trim
2770,food_jar/food_jar_2,it's a jar of salsa
2771,apple/apple_3,a small apple with a short stem is almost entirely red in color but has one green spot
2772,syringe/syringe_3,I am seeing is a clear syringe with a blue tip
2773,scissors/scissors_2,Little Caesars
2774,marker/marker_5,it's a Sharpie
2775,measuring_tape/measuring_tape_4,it's a keychain
2776,can_opener/can_opener_2,it's a green can opener
2777,water_bottle/water_bottle_3,there is an unopened water bottle the water bottle brand is Smart Water the sticker on the water bottle is blue and red
2778,gauze/gauze_2,RMC a small blue and white cylindrical container with a bluish green strip about one inch from the top
2779,hammer/hammer_1,you did see a hammer with a low handle
2780,toothbrush/toothbrush_1,this is a toothbrush
2781,syringe/syringe_5,I am seeing a clear cylindrical syringe with a black punter a silver tip at a clear plastic tip over the needle
2782,food_jar/food_jar_1,fudge I jumped
2783,gauze/gauze_2,symbols of Ghostbusters
2784,syringe/syringe_5,this is used for injecting him medicine
2785,lime/lime_5,is a lime
2786,banana/banana_3,is a yellow banana
2787,syringe/syringe_5,it's a syringe
2788,toothpaste/toothpaste_5,is a medium size tube of Colgate toothpaste
2789,shampoo/shampoo_5,jar of body cream
2790,mouse/mouse_2,this isn't black color Mouse making you sit with laptop or system
2791,water_bottle/water_bottle_3,this is a dark blue and transparent bottle of Smartwater
2792,lightbulb/lightbulb_1,that is a CFL light bulb is stands for compact fluorescent lights it's spiraled and white
2793,marker/marker_1,it is a red Sharpie
2794,lemon/lemon_1,I am seeing a small round yellow lemon with a faint black tip
2795,apple/apple_5,this is a yellow and red shiny apple with a barcode sticker
2796,cap/cap_1,it's a baseball cap
2797,stapler/stapler_4,BLT time scene is a silver coated stapler with a black tip
2798,lime/lime_3,line
2799,water_bottle/water_bottle_2,it is a bottle of Fiji Water
2800,lemon/lemon_5,a whole lemon which is a blue and white sticker on it
2801,bell_pepper/bell_pepper_2,what I'm seeing is a red pepper with a black stem in a white friend sticker
2802,apple/apple_2,this is Gina. Anderson seafood
2803,pill_cutter/pill_cutter_1,it's a clear and blue plastic container
2804,allen_wrench/allen_wrench_2,this is a small silver allen wrench
2805,lime/lime_2,a green line
2806,apple/apple_4,this is a red apple
2807,flashlight/flashlight_3,I am seeing a small black cased flashlight what is cylindrical red tip at a red thumb control
2808,flashlight/flashlight_2,I'm looking at a small black flashlight with an orange or yellow button
2809,screwdriver/screwdriver_3,this is a Phillips wrench with a blue handle with a yellow circle around it and a metal bottom in silver
2810,hammer/hammer_1,this is a la mer the ndole is black and yellow
2811,stapler/stapler_1,this is a pink stapler
2812,onion/onion_5,I am seen as an onion what's Brown outer skin
2813,spoon/spoon_1,that's a big wooden spoon
2814,lime/lime_2,it is a small green sphere which looks like a line
2815,toothpaste/toothpaste_5,spaced with blue bottom
2816,shampoo/shampoo_2,got the Old Spice volcano body wash
2817,picture_frame/picture_frame_4,that is a black double frame for pictures
2818,presciption_medicine_bottle/presciption_medicine_bottle_1,looks like some kind of medicine
2819,hammer/hammer_1,hammer
2820,apple/apple_4,I see a red apple it's probably a red delicious apple and it has a white sticker on it on the right side
2821,allen_wrench/allen_wrench_4,this is a metal straw
2822,bell_pepper/bell_pepper_1,this is a red bell pepper
2823,stapler/stapler_4,to stapler
2824,scissors/scissors_4,the auditorium scene is scissors with a gray and orange handle
2825,syringe/syringe_5,this is a hypodermic syringe with a needle on the end of it a white barrel and a wife plunger
2826,sponge/sponge_2,there is a pink kitchen sponge
2827,toothbrush/toothbrush_3,the auditorium scene is a white toothbrush blue tip and a green and white handle
2828,book/book_1,it's a book
2829,book/book_3,this is sad book for reading
2830,presciption_medicine_bottle/presciption_medicine_bottle_3,this isn't Jake Barton we can keep up with tablets
2831,food_can/food_can_2,what is an unopened can of black beans
2832,bell_pepper/bell_pepper_1,what I am seeing is a dark red chili pepper
2833,can_opener/can_opener_1,it looks like it might be an electric can opener that's white and lime green
